pid,front_color,back_color
199701486,하양,
200001634,하양,
200403794,검정,
200302482,하양,
200808872,하양,
200704764,하양,
200608327,초록,
200401504,주황,
200608343,갈색,
200203005,하양,
199703434,갈색,
199803687,초록,
199703435,하양,
200401511,노랑,노랑
200501360,초록,
200201123,노랑,노랑
200703278,노랑,
200608320,하양,
200401494,초록,
200201179,주황,주황
200401512,파랑,
200808800,주황,
200203015,하양,
198901117,분홍,
199501042,주황,
200201125,하양,
199703436,빨강,
200301107,주황,
200700840,하양,
200608307,분홍,
200608308,갈색,
200301097,갈색,
200301098,연두,
200702256,노랑,
200302476,하양,
200203030,노랑,노랑
200501353,하양,
200301108,하양,
200501358,빨강,빨강
200401463,보라,하양
200001635,주황,
200101225,파랑,
200101229,하양,하양
200201163,하양,
200101232,주황,
200703236,하양,
200403802,하양,
199903836,파랑,
200302460,초록,
198901119,분홍,
200806024,하양,
200701830,분홍,분홍
200201136,분홍,
200101244,하양,
200201141,청록,
199301429,주황,
200501346,초록,
200001638,빨강,빨강
200512313,노랑,
200512315,노랑,노랑
198700789,노랑,노랑
200000001,갈색,
199701349,주황,노랑
200512323,하양,
200702089,하양,
200705173,노랑,
200410078,주황,
200702038,주황,노랑
200400023,주황,노랑
200400016,파랑,하양
200400017,노랑,
199600042,하양,
198600024,하양,
200701013,노랑,
200808798,주황,
200707337,갈색,
199400021,하양,
199300097,하양,
199806978,하양,
200608452,노랑,
199001352,하양,
200512149,하양,
199203474,하양,
200404855,분홍,
200404859,연두,연두
199700694,하양,하양
200808799,하양,
200608152,연두,
199907280,노랑,
199907281,초록,
200606262,하양,
200308514,하양,
200410855,하양,
200400029,하양,
197200376,노랑,
200608109,노랑,
200608110,노랑,
200705592,노랑,
200706536,하양,
200400032,노랑,
200100117,초록,
200300095,갈색,
200811058,노랑,
200608183,노랑,
200608185,노랑,
199600048,분홍,
198200009,분홍,
200512174,하양,
200410862,하양,
200404690,연두,
199701054,노랑,
200604157,하양,
198100699,노랑,
200404692,하양,
200404693,하양,
200404695,빨강,노랑
200404696,하양,
200404698,하양,
200404699,파랑,파랑
200404709,하양,
200400009,초록,노랑
200400015,노랑,노랑
200701240,하양,
200512327,주황,하양
200404852,초록,
200404854,하양,
200809125,하양,
200802594,연두,
199502147,노랑,
199501832,주황,
200803241,빨강,투명
200700868,하양,
200704611,파랑,
200811059,초록,
200608398,갈색,
200608484,하양,
200808948,하양,
200802603,하양,
200608454,주황,
200704276,하양,
200705107,청록,
199504171,파랑,하양
200608375,하양,
200608418,하양,
200705399,노랑,
200902207,갈색,
200608458,하양,
200608395,갈색,
200701824,분홍,
200608388,하양,
200608389,노랑,
200701042,하양,
200701033,하양,
200705597,노랑,
200608465,분홍,
200805116,노랑,
200210841,하양,
200608455,노랑,
199402380,파랑,
199202944,하양,
198500811,하양,
200808754,노랑,
199202946,하양,
199202947,빨강,하양
199102956,하양,
199102960,노랑,
199102961,노랑,
200808686,노랑,
199001163,파랑,주황
199901332,연두,
197500007,하양,
200403814,하양,하양
200501339,하양,
200701739,노랑,
200302484,노랑,
200403816,초록,
200403819,주황,
200301066,주황,
199601229,파랑,하양
200600309,하양,
200600311,하양,
200801102,회색,
200705590,노랑,
200301068,하양,
200301069,하양,
200301072,초록,
200302487,연두,노랑
200512280,연두,
199701469,하양,
200503106,연두,연두
200600665,노랑,
200203031,하양,
200503107,하양,
199100633,노랑,노랑
198601958,분홍,
200703208,하양,
200703249,하양,
200808759,빨강,빨강
199701488,갈색,
198800996,노랑,
200608273,하양,
200608275,연두,연두
197800262,연두,
200301045,하양,
200301047,분홍,
200607889,하양,
199501037,연두,
200705992,하양,
200706007,노랑,
198500813,하양,
200302485,노랑,노랑
200403822,노랑,
199907430,주황,
199301901,하양,
199400514,주황,하양
200702187,하양,
200401432,갈색,
200401445,초록,노랑
199601230,갈색,노랑
200704542,분홍,
200704546,주황,
200301094,초록,
200703458,하양,
200608255,노랑,
200608256,하양,
200410909,하양,
200503108,연두,연두
200512335,분홍,
200806033,청록,
200704540,분홍,
200703201,하양,
200703233,하양,
200608254,노랑,
200302457,초록,노랑
200103566,하양,
200808653,분홍,
200401448,초록,초록
200401449,하양,
200403808,주황,
200301054,하양,
197700201,하양,
200001637,하양,
199001164,하양,
200004640,하양,
200808611,연두,
200608219,노랑,
200401452,하양,
200401453,파랑,분홍
200401456,빨강,분홍
200401457,노랑,
200401458,노랑,
200201177,하양,
200606515,하양,
200307866,주황,
200901007,하양,
198901114,회색,회색
200706333,노랑,
200401475,하양,
200401477,하양,
200401478,주황,
200501595,하양,
200307867,노랑,
200703117,파랑,
200600192,파랑,하양
200200719,파랑,하양
200400904,파랑,하양
200802595,회색,분홍
200500492,분홍,
200404719,하양,
200503637,주황,
200404724,하양,
200702508,하양,
200308938,노랑,
200703587,하양,
200500044,분홍,
199400492,하양,
200709545,빨강,
200709609,노랑,
201308223,하양,
200703663,하양,
200703692,하양,
200805926,갈색,
198600030,파랑,하양
199800017,하양,노랑
200705993,노랑,
198100711,하양,
199806846,하양,
200704506,주황,
200709802,검정,
200400030,연두,노랑
200706768,하양,
198900077,파랑,파랑
200500058,초록,
200801992,갈색,
200200071,하양,
200100037,주황,주황
200804225,분홍,
200404677,주황,
200404679,갈색,
200404712,초록,
200808777,갈색,
200200720,주황,
200706648,하양,
200903889,갈색,갈색
200808880,노랑,
200802557,하양,
200500849,노랑,
200503642,하양,
200404721,하양,
200801932,하양,
200808828,하양,
200809258,분홍,
200704805,분홍,
200802222,하양,
200705002,하양,
201007252,하양,
201007248,하양,
199200104,하양,
200809389,연두,하양
200501020,노랑,노랑
198500041,하양,
200200073,하양,
199700057,하양,
200400035,초록,
198700025,파랑,
200200074,주황,
200707223,노랑,
200707848,노랑,
200707877,하양,
200400020,파랑,
198800044,자주,
199800021,하양,
200801422,갈색,
200706330,노랑,
200706341,주황,
200706538,하양,
200500869,초록,하양
200706601,하양,
200300032,분홍,
200300033,하양,
200706907,빨강,
200500162,분홍,
200400195,분홍,
199400695,하양,
200600188,하양,
200001185,하양,
200500870,분홍,분홍
200802314,빨강,
200802707,하양,
200803131,연두,
200707596,주황,
199700038,초록,노랑
199700041,하양,
200708888,노랑,
200802739,초록,
200308549,하양,
200400019,하양,하양
200500043,하양,
199907296,갈색,분홍
200703357,하양,
200503622,하양,
200605537,노랑,
201000889,하양,분홍
198300002,하양,
201007249,하양,
200600003,하양,
200600007,하양,
200600008,노랑,
200600009,하양,
200706539,하양,
200703433,주황,
200401718,분홍,
200708839,파랑,연두
200705225,회색,분홍
200703655,노랑,
200500153,보라,투명
200400118,연두,하양
200502105,하양,
200606996,분홍,
200607002,하양,
200300034,초록,
200709458,주황,
200809416,분홍,
200707373,하양,
200707391,빨강,빨강
199400029,하양,
200000008,하양,
200704618,노랑,
199700058,하양,
200710083,갈색,
200605332,노랑,
200605334,하양,
199500013,하양,
200000022,주황,
198300007,분홍,
200703338,노랑,
200802064,하양,
200110042,초록,노랑
199700861,하양,
199600031,하양,
199700030,주황,
200202873,하양,
199800677,분홍,분홍
200708654,갈색,
200708721,파랑,파랑
200703873,하양,
200804084,갈색,
200804093,분홍,
200809020,파랑,하양
200704590,노랑,
199600038,주황,
200809147,노랑,하양
199702408,분홍,
200802248,갈색,
200707251,노랑,
200707416,주황,
200708254,갈색,
200708365,하양,
200400014,하양,
200809372,주황,
200500068,빨강,
200709913,초록,
200500070,하양,
200901954,연두,
200606308,하양,
200706644,하양,
200809211,주황,
200802656,하양,
200708369,하양,
200600466,분홍,
200708444,분홍,
200900671,주황,
201603319,하양,
200802670,노랑,
200806047,파랑,파랑
200706597,노랑,
200707384,빨강,빨강
200809236,주황,
200709390,하양,
200706892,하양,
200604166,하양,
200900682,투명,
200708405,분홍,
200708510,하양,
200802985,빨강,하양
200604167,하양,
200500072,주황,
200700022,연두,연두
200706637,파랑,하양
198301019,주황,
200707383,빨강,빨강
200707442,노랑,
200709907,분홍,
200709910,노랑,
200706894,주황,
200708089,하양,하양
200704615,파랑,
200802223,하양,하양
200802233,파랑,하양
200307829,노랑,
200512324,하양,
200707792,하양,
198400005,노랑,노랑
200300643,하양,
200604223,빨강,빨강
199906953,노랑,
199906954,연두,
196200002,하양,
200404672,하양,
198900054,파랑,
200810973,하양,
200404684,주황,
200404797,하양,
198400361,노랑,
198800619,주황,
198400362,하양,
200001184,하양,
199200792,빨강,노랑
199300066,노랑,
200009522,하양,
200200059,하양,
197500004,파랑,노랑
200802853,하양,
199200096,하양,
200009371,초록,빨강
198600036,파랑,파랑
200200069,하양,
200705994,노랑,
200300038,하양,
200707542,하양,
200008817,주황,
200008818,분홍,
200000017,갈색,노랑
200404654,노랑,
200404656,하양,
200404657,초록,노랑
200404659,하양,
200707874,하양,
200707894,하양,
201501446,빨강,
200701187,연두,연두
200100027,하양,
200904422,주황,
200709692,하양,
200608157,갈색,갈색
200608158,갈색,
199000005,빨강,
199700046,주황,하양
199400028,하양,
199300101,하양,
200608133,하양,
200608150,하양,
200608151,연두,
200706524,하양,
200704767,하양,
200805862,분홍,
200001186,갈색,
200607967,초록,연두
200607969,보라,보라
200607972,주황,
199806739,주황,
200706244,하양,
200001187,초록,
200200718,하양,
199900832,파랑,
200300642,주황,
200705519,갈색,
200512154,하양,
200512155,하양,
200802864,연두,
199403381,하양,
200701016,분홍,
200701023,분홍,
200701028,하양,
200308855,주황,
199900020,연두,
199900021,연두,
199703049,하양,
200604143,하양,
200607975,주황,
199604977,노랑,
200000019,하양,
198800042,하양,
200500038,하양,
200500041,주황,하양
200701226,주황,
199000030,하양,
200100035,하양,
200703878,하양,
200404644,주황,주황
200404646,노랑,
200404647,하양,
200404648,파랑,
199304459,노랑,
199304460,보라,
199403297,하양,
200503619,하양,
200608159,하양,
199100038,노랑,
200805631,노랑,
200805633,하양,
200711926,주황,
200711435,초록,하양
200712375,연두,
200708586,"하양, 노랑",노랑
200708961,분홍,
200709025,주황,
200710865,하양,
200710892,노랑,
200711855,하양,하양
199900719,파랑,노랑
200712252,하양,
200708601,"하양, 노랑",노랑
200708603,하양,
200708599,"하양, 노랑",노랑
200708600,"하양, 노랑",노랑
200710799,하양,
200710808,노랑,
200710811,노랑,
200809223,빨강,빨강
200709247,하양,
200712284,주황,연두
200401120,빨강,노랑
200811361,분홍,
200709787,하양,
200710634,연두,
200700191,노랑,
200501879,하양,
200610978,파랑,
200610979,분홍,
200605468,하양,
200706006,파랑,하양
200708838,파랑,하양
199401094,하양,
200712001,파랑,
200210767,초록,하양
200302725,하양,
200402283,하양,
200600353,노랑,
200612563,주황,
200701405,하양,
200701406,노랑,
200403681,초록,
196200043,분홍,
200100565,하양,
200612567,초록,
200707878,하양,
200708592,"하양, 노랑",노랑
200709417,빨강,빨강
200711967,하양,
200708682,주황,하양
200708711,노랑,
200708585,"하양, 노랑",노랑
200709070,하양,
200709249,하양,
200705479,하양,
200300792,하양,
201207380,분홍,
200710855,하양,
200710856,하양,
200712322,주황,
200712331,하양,
200708596,"하양, 노랑",노랑
200708598,"하양, 노랑",노랑
200710782,초록,
200707175,하양,
200710633,노랑,
200700539,하양,
200709865,하양,
200708040,하양,
200809660,하양,
200701202,하양,
200610962,하양,
198200378,하양,
200803737,하양,
199403307,분홍,
200702171,하양,
200710427,갈색,
200710573,하양,
200711680,하양,
200705392,하양,
200809361,분홍,
200611006,노랑,
201007235,하양,
200702195,주황,
200711918,갈색,
200709336,하양,
200611068,하양,
200700565,분홍,
200700566,분홍,
200706828,하양,
200704960,하양,
200301122,주황,
200401528,하양,
200706525,하양,
200701825,하양,
200402879,하양,
201007258,주황,주황
200611343,주황,
200701969,노랑,
200706030,하양,
200701030,하양,
200710567,하양,
200710606,하양,
200611550,하양,
200005010,하양,
200703280,분홍,
200711474,분홍,
200711535,하양,
198600750,하양,하양
200710202,노랑,
200611385,파랑,
200611386,노랑,
200611389,하양,
200611095,분홍,
200611097,하양,
200710530,하양,
200611118,하양,하양
200611119,노랑,
200402282,갈색,
200708762,하양,
200805749,노랑,
201007222,하양,
200611395,하양,하양
200611120,하양,
200805944,하양,
200706272,하양,
200809586,분홍,
200611048,파랑,
200611049,초록,
200708505,노랑,
200611332,노랑,
200707005,하양,
200707007,파랑,주황
200707393,빨강,빨강
200809204,빨강,
200711527,파랑,파랑
200701941,갈색,
200611063,하양,
200611064,파랑,
200611065,회색,하양
200611066,주황,
200701040,분홍,
200809080,하양,
200710529,하양,
200709806,갈색,
200611551,하양,
200611552,하양,
200611553,하양,
200401008,하양,
200611352,노랑,
200611353,갈색,
200700150,주황,
200611369,노랑,
200611090,노랑,
200611091,노랑,
201007309,갈색,
200708370,분홍,주황
199902448,하양,하양
200103814,하양,
200203439,하양,
200611112,주황,
200103816,연두,
200705099,분홍,
200300990,하양,
200809806,하양,
200809710,주황,
200611392,분홍,
200709608,노랑,
200600695,빨강,
200710024,하양,
200809712,분홍,
199001232,하양,
200710343,하양,
200710344,하양,
200806073,갈색,
200710066,하양,
200708863,하양,
200809725,하양,
200611052,노랑,
200611053,갈색,
200710273,하양,
200808753,갈색,노랑
200706243,노랑,
199501060,분홍,
200403849,하양,
200611334,분홍,
200611338,파랑,
200709412,빨강,
199401536,하양,
200702100,하양,
200702191,주황,
200710715,하양,
200402951,분홍,
200710705,하양,
200711793,노랑,
200708593,"하양, 노랑",노랑
200803810,분홍,
200710082,갈색,
199801524,주황,
200707755,하양,
200712127,갈색,
200706400,갈색,갈색
200300104,연두,
200000222,하양,
200809207,갈색,
200708297,주황,
200708435,노랑,
200708588,"하양, 노랑",노랑
200709388,하양,
200612560,하양,
200610951,분홍,
200611033,파랑,
199802392,갈색,분홍
200811351,하양,
200706454,연두,
200706467,연두,
200301046,자주,
200809791,노랑,
200708595,"하양, 노랑",노랑
200709786,하양,
200709818,파랑,
198500715,노랑,
200703435,하양,
200710957,분홍,
200711438,하양,
200203530,분홍,
200402137,청록,
200711114,노랑,
200809465,하양,
200711216,노랑,
200711286,분홍,분홍
200701891,하양,
200701913,하양,
200701915,하양,
200708204,분홍,
200707847,분홍,
200708367,하양,
200708381,노랑,
200708432,갈색,갈색
200809486,분홍,
200308550,파랑,하양
200512244,하양,
200403430,파랑,파랑
199800829,하양,
200706766,하양,
200707276,갈색,갈색
200707312,갈색,
200711652,하양,하양
200707875,하양,
200704989,하양,
199501914,갈색,
200710199,하양,
200711202,노랑,
200709901,노랑,
200711109,노랑,
200808935,하양,
200100908,하양,
201007257,분홍,분홍
200400514,하양,
200611316,하양,
200611317,분홍,
200611319,연두,연두
200611041,노랑,
200611042,노랑,
200710386,하양,
200709555,하양,
200709845,갈색,
200709331,갈색,
200511002,하양,
200710087,노랑,
200611326,하양,
200611325,노랑,
200611328,하양,
200611329,노랑,
200709738,하양,
200709793,하양,
200809276,분홍,
200400022,노랑,노랑
200706640,갈색,
200706650,하양,
200404726,노랑,노랑
200303281,하양,
200600811,하양,
200707879,파랑,빨강
200708816,하양,
200709062,연두,초록
200710197,노랑,
200707923,노랑,노랑
200610969,하양,
200710204,갈색,투명
200712886,초록,
200400038,하양,
200610958,노랑,
200703675,하양,
200708373,하양,
200806083,갈색,
200610975,주황,
200703453,노랑,
200709072,노랑,
200805935,하양,
199400696,노랑,
200612115,하양,
198900453,하양,
200802524,하양,
200709015,갈색,
200709039,갈색,
200610980,노랑,
200707734,연두,
200610985,파랑,
200612310,빨강,노랑
200612313,하양,
200610993,노랑,
200709623,노랑,노랑
200709794,하양,
200805748,노랑,
200802501,분홍,
200308624,주황,주황
198902563,하양,
200300025,주황,
200809514,하양,
201007220,하양,
200706785,파랑,파랑
199700059,하양,
200300037,하양,
200600013,초록,노랑
200610952,노랑,
200704967,하양,
200500073,노랑,
200200814,하양,
200610964,하양,
200710246,갈색,
201604413,갈색,
200808924,하양,
200701280,하양,
200400044,하양,
200400045,하양,
200808862,하양,하양
200404678,하양,
200400215,갈색,갈색
200606960,하양,
200809428,노랑,
199300918,하양,
198700561,분홍,
200300103,하양,
199200233,주황,주황
199000820,하양,
200200715,하양,
199300927,하양,
200708685,하양,
200809444,연두,
200610977,하양,
200806089,갈색,갈색
200709868,하양,
200709902,하양,
200502090,연두,연두
200706335,초록,
200802740,파랑,주황
200708645,파랑,노랑
200708681,분홍,
200809224,노랑,하양
200605439,하양,
200607004,하양,
200809208,분홍,
200610960,노랑,
200809404,하양,
200808796,하양,
200810670,초록,
200709004,분홍,
200706941,갈색,
200704770,하양,
200702172,하양,
200702194,분홍,
200301129,주황,
200100772,빨강,
200706946,초록,
199501073,하양,
199501254,빨강,노랑
200702754,초록,
198801052,하양,
199801533,분홍,분홍
199101447,하양,
200809576,노랑,
200009088,노랑,
200404765,분홍,
198801168,하양,
198801197,주황,
199301690,분홍,초록
200708258,노랑,
200301580,청록,
200501955,하양,
200501956,노랑,
200410141,하양,
200603990,하양,하양
198801191,하양,
200600423,하양,
200600427,하양,
197200171,분홍,
200410142,하양,
200410143,하양,
200603889,하양,
200500864,파랑,
199900834,분홍,
199301512,하양,
197500299,노랑,
197300150,분홍,
197300151,하양,
198300174,하양,
199801067,하양,하양
200402136,노랑,노랑
200702135,하양,
196300043,하양,
200702199,분홍,
199701525,하양,
200705324,노랑,노랑
199000361,하양,
199100426,하양,
200610677,갈색,
199800863,주황,
199900730,주황,
200501637,갈색,
198801193,하양,
200300275,분홍,
200808866,하양,
200001871,분홍,하양
199701713,하양,
198901317,파랑,
199301691,주황,
198800622,하양,
199000823,하양,
200402324,갈색,
200200723,하양,
200704736,갈색,
200707139,주황,
200704597,하양,
200502219,하양,
200502221,파랑,
200701205,하양,
200713004,갈색,
200709278,하양,하양
199001529,하양,
200402510,하양,
200711536,하양,
200502222,노랑,
200709558,노랑,
200708359,하양,
200706764,하양,
200713108,주황,
200611017,노랑,
200611019,하양,
200713515,연두,
200712877,주황,갈색
200712981,분홍,
200804089,하양,
200800082,하양,
200202219,파랑,
200202220,하양,
200713053,하양,
200709203,하양,
200800321,주황,
200710628,노랑,
200710889,노랑,
200801302,하양,
200701049,하양,
200301285,파랑,분홍
200600358,하양,
200800286,주황,
200800459,연두,
200701043,하양,
200701044,하양,
200808876,연두,
200710374,하양,
200712903,하양,
200703700,하양,
200705095,주황,
200713092,노랑,
200713094,노랑,
200703459,하양,
200709083,초록,초록
200710537,갈색,
200710985,갈색,
200709798,하양,
200709544,주황,
200708094,초록,
200611010,노랑,
200611007,노랑,
200712559,노랑,
200709157,노랑,
200700537,하양,
200800666,초록,
200712479,갈색,
200712481,빨강,
200711458,분홍,분홍
200713109,노랑,
200500246,하양,하양
200906233,빨강,
200710393,하양,
200713285,주황,
200713145,보라,
200003518,갈색,빨강
200802600,주황,
200713567,분홍,
200706775,하양,
200702019,노랑,
200712891,노랑,노랑
200008797,분홍,
200705500,연두,
200711122,갈색,
200711797,노랑,노랑
199401625,주황,
200701491,노랑,
200701243,하양,
200713170,갈색,
200713009,갈색,
200709159,노랑,
200709250,하양,
200709487,노랑,
200709201,하양,
200701094,파랑,
200701095,연두,
200701501,하양,
200709256,파랑,
200711922,분홍,
200711934,주황,
200708754,주황,
200711478,노랑,
200713688,하양,
200400463,청록,
200709636,하양,
200713364,하양,
200701024,주황,
200607930,노랑,
200713912,분홍,
200612146,주황,하양
200709180,주황,
200704968,하양,
200711437,노랑,노랑
200712505,노랑,노랑
200711589,하양,
200800625,주황,
200710493,하양,
200706103,노랑,
200809433,빨강,빨강
200800963,하양,
200800965,파랑,
200800969,노랑,
200711309,분홍,
200903774,초록,
199807018,파랑,
200809287,갈색,
200800385,주황,
200900018,초록,
200713032,하양,
200710948,초록,노랑
200803481,파랑,하양
200800997,회색,
200611016,노랑,
200710608,갈색,
200709202,하양,
200709788,하양,
200713377,노랑,
199702432,주황,
200801080,분홍,
200801082,회색,
200801141,갈색,
200801145,주황,
200711697,연두,
200809045,하양,
200701298,하양,
200712240,자주,
200713886,노랑,투명
200713891,주황,
200712759,하양,
200800284,주황,
200900005,하양,
200713296,연두,
200700468,노랑,
200708475,노랑,
200612690,노랑,
200711388,하양,
200612743,파랑,
200707800,하양,
200707974,하양,
200701031,하양,
200708144,하양,
200708477,노랑,
200700469,하양,
200804083,하양,
199401173,남색,남색
200605426,하양,
200102194,보라,하양
200101683,하양,
199601497,하양,
200102197,하양,
199501680,갈색,빨강
200301583,하양,
198901206,하양,
200711422,하양,
199802289,하양,
200301265,하양,
197700211,파랑,파랑
197700212,파랑,주황
199403325,연두,
200401536,하양,
200401531,하양,
198200958,파랑,하양
200700562,하양,
200201416,주황,
198901319,하양,
199001346,하양,
199801540,갈색,자주
200708090,분홍,
200708091,분홍,
200610726,분홍,하양
200809337,하양,
200501383,분홍,
200501384,노랑,
200700555,노랑,
200700558,노랑,
200301257,하양,
200301260,하양,
200708429,노랑,
200808937,하양,
200301263,하양,
200701244,갈색,하양
200202765,갈색,
200706123,노랑,
199301700,초록,초록
199401186,파랑,파랑
199901596,노랑,
198801177,하양,
200101653,하양,
198500833,초록,주황
199001241,하양,
199101279,하양,
199801373,노랑,
198801218,하양,
200201436,빨강,
200707797,하양,
200301358,초록,하양
200001887,노랑,
200605437,하양,
200708506,노랑,
199400991,하양,
199400992,하양,
200700545,노랑,노랑
200600411,갈색,갈색
200600412,갈색,
200101679,노랑,
200701201,하양,
200701203,하양,
199401175,파랑,파랑
200101655,노랑,
200401799,빨강,
199101291,노랑,
200707218,노랑,
200301131,분홍,
199701989,하양,
200402342,노랑,
200701917,노랑,
199401184,하양,
198801223,주황,
200301584,하양,
200402326,하양,
198901207,주황,
200501385,빨강,
200706008,노랑,
198801211,하양,
200606989,주황,
200702101,하양,
198801226,노랑,
200402328,초록,노랑
200803519,노랑,
200708364,분홍,
199401518,파랑,
198801237,하양,
199901604,연두,하양
200001892,하양,
199801547,하양,
200101678,하양,
200703598,갈색,
200703611,초록,하양
200003021,파랑,
200401773,하양,
200401775,갈색,
200501635,파랑,파랑
200809274,청록,
200809274,청록,
199601956,파랑,파랑
199701722,갈색,
200706782,파랑,파랑
198801219,노랑,
200401786,노랑,노랑
200401792,노랑,
200705456,연두,
199201525,하양,
199201527,분홍,
200608116,하양,
200608114,노랑,
199901577,파랑,
199801539,하양,
198801233,노랑,
198901139,하양,
198801018,하양,
199901837,갈색,
199901598,하양,
199201531,갈색,
199101449,연두,
200401010,노랑,
198901315,주황,
200401535,청록,
200301128,초록,
200707222,노랑,
200708428,하양,
200201437,파랑,파랑
200301281,분홍,
200301282,초록,초록
199501264,하양,
200708742,하양,
199201348,노랑,
199201349,노랑,
200001891,연두,노랑
200707296,주황,
200703589,파랑,
200701826,분홍,분홍
200110048,하양,
200702173,하양,
200705215,노랑,
200811126,하양,
199702618,갈색,
199501265,회색,
199501266,투명,
200501960,갈색,
199601501,빨강,노랑
200607898,하양,
200706109,노랑,
200803372,노랑,
200101017,하양,
200702153,하양,
200001881,회색,회색
199901600,하양,
198801228,주황,주황
200101686,하양,
200707316,노랑,
200001893,하양,
200704814,하양,
199101450,하양,
198901324,하양,하양
200201439,초록,
199801548,갈색,분홍
199601960,하양,
199601963,하양,
200210593,노랑,
200400771,연두,연두
200809754,남색,하양
200501381,노랑,
200706940,갈색,
198500320,노랑,
198600315,주황,
201007254,하양,
200707662,주황,주황
200707723,하양,
200701029,하양,
200209849,청록,청록
200209850,하양,분홍
200710765,하양,
200710766,하양,
200710805,분홍,
200710816,갈색,갈색
201007234,하양,
200500748,하양,
200701189,분홍,
200701246,하양,
200611302,하양,
200611303,노랑,
200409930,하양,하양
199907012,하양,
200611516,갈색,
200611515,하양,
200809283,주황,
201600178,주황,
200701180,자주,
197400028,주황,
200704587,노랑,
200809696,노랑,
199900520,주황,노랑
200802293,노랑,
200704994,노랑,
200200447,하양,
200209851,하양,분홍
200703463,하양,
200707661,빨강,하양
200710609,노랑,
199800696,갈색,
201007221,갈색,
200611121,하양,
200710888,노랑,
200701233,노랑,
200008959,주황,주황
200501882,하양,
201206020,파랑,
200809731,빨강,
200611310,주황,
200711439,갈색,
200711398,갈색,갈색
200611523,하양,
200612191,파랑,파랑
199400038,하양,
200611524,분홍,
200809779,초록,
198600033,노랑,
200201926,하양,
200201927,하양,
200411068,노랑,
200411066,하양,
199101975,갈색,
199501700,갈색,
200500657,노랑,노랑
199602404,보라,하양
198803093,주황,
200701281,하양,
199302175,하양,
198501291,하양,
199202222,하양,
199802175,노랑,
199802176,빨강,하양
200402374,분홍,
200410951,하양,
200411062,주황,
200201849,하양,
200701874,파랑,빨강
200002787,노랑,노랑
200402391,하양,
200201855,노랑,
200301590,갈색,갈색
199902148,하양,
200604332,하양,
200002717,하양,
200402435,하양,
200706647,하양,
200701220,노랑,
199001612,하양,
199102335,주황,
200402816,빨강,분홍
200402825,하양,
199502111,초록,
200402363,초록,노랑
200700556,노랑,
200708374,하양,
200402823,초록,
199600422,하양,하양
200402852,하양,
200708261,파랑,파랑
200501991,초록,초록
200402830,분홍,
200402880,하양,
199702182,노랑,
200402841,하양,
200810766,하양,
200700561,주황,
200700546,주황,주황
200402848,파랑,
199504367,하양,
200003409,하양,
200003411,하양,
200809458,분홍,
200809461,하양,
199602411,남색,하양
200201838,연두,
200301990,하양,
200706874,하양,
200502361,갈색,
200502362,연두,
200402847,노랑,
199602015,하양,
200003406,하양,
200003416,파랑,
200704613,파랑,
198802273,하양,
200708039,하양,
199802620,하양,
196400082,분홍,
199202243,하양,
200706772,하양,
200700388,연두,
197800427,파랑,하양
199202245,하양,
200002726,회색,
200202373,주황,
198902026,연두,
199702174,하양,
199802626,하양,
200402870,주황,
199702177,하양,
199001917,하양,
200411064,연두,노랑
200411065,초록,
200709163,노랑,
200301596,하양,
200202362,주황,
200402407,하양,
200402408,주황,
200402420,연두,
200402439,주황,주황
200501001,분홍,
200705001,하양,
200702032,하양,
200402336,갈색,
200608189,하양,
200707390,빨강,빨강
200202386,하양,
200002714,하양,
200701452,노랑,
200607003,노랑,
200201848,갈색,
200708778,노랑,
200708298,주황,
200301991,파랑,하양
200502416,연두,
200810786,연두,
200810787,갈색,
200707458,노랑,
200512325,초록,
199902308,회색,
200102228,하양,
200707920,노랑,
198901700,파랑,
199702183,초록,
199802611,하양,
200102720,하양,
200402361,노랑,노랑
200600509,검정,
200600510,갈색,
200201997,갈색,갈색
200708455,하양,
200402819,하양,
200708749,분홍,
200201966,하양,
199802186,남색,하양
199202240,하양,
200701238,하양,
200202379,갈색,
198902027,초록,연두
200701642,하양,
200003432,하양,
199401526,주황,
200710465,갈색,갈색
200800231,파랑,파랑
199802615,초록,
198501126,하양,
199902858,하양,
199902861,빨강,
200003402,자주,
200003403,초록,
200606326,노랑,
200809786,하양,
200801337,하양,
200800081,하양,
200809452,회색,분홍
199602147,초록,노랑
198601196,초록,빨강
199102093,초록,초록
200707724,하양,
200502073,하양,
200706769,하양,
200701015,분홍,
200707388,빨강,빨강
200800320,주황,
200800333,분홍,
200800332,분홍,
200800404,하양,
200712253,분홍,
200712299,연두,하양
200605440,하양,
200600447,노랑,노랑
200809300,하양,
200710887,노랑,
200711885,노랑,
199702351,파랑,
200712323,노랑,
200900668,갈색,갈색
200703696,연두,하양
200800281,주황,
200801662,파랑,하양
200608142,갈색,
200608143,파랑,
200708513,노랑,
200701165,빨강,
200800804,빨강,
200706890,하양,
200706891,하양,
200712961,파랑,노랑
200713036,초록,하양
200712742,하양,
200201865,노랑,
200713591,하양,
200501265,노랑,노랑
200712789,노랑,
199702504,연두,
200707752,하양,
200809388,하양,
200809440,하양,
200301457,연두,노랑
200001172,하양,
200001172,하양,
200705398,주황,노랑
200902650,분홍,
200713908,주황,
200404866,분홍,
200102527,하양,
200802558,연두,
200801792,하양,
200800334,하양,
200800569,하양,
198901887,하양,
200707869,하양,
200701929,분홍,
200712032,하양,
200710369,갈색,
