pid,shape
200703078,원형
200402303,장방형
199702158,장방형
199501743,원형
199001585,장방형
200003792,원형
200302122,원형
198901666,장방형
200102287,장방형
199302101,원형
200201895,원형
200201896,장방형
200700790,장방형
200700799,원형
199702953,장방형
199302407,타원형
199102275,타원형
200003146,장방형
200003147,타원형
198802458,원형
199702918,원형
199101995,원형
198300755,원형
199702126,원형
199302107,원형
200702420,타원형
200402308,장방형
200102255,장방형
200501939,타원형
200402319,원형
200102256,장방형
199901758,장방형
200501942,원형
200501947,원형
199501734,원형
199501735,원형
198801359,타원형
200607958,타원형
200704502,원형
200411206,장방형
200411207,장방형
199802128,원형
200501954,타원형
200600419,장방형
199501736,타원형
199501738,원형
200203554,원형
199602021,원형
199602022,장방형
199602023,원형
199602029,원형
200411208,타원형
200600421,장방형
200402297,타원형
199602031,원형
200808328,장방형
200700907,원형
199302108,타원형
198501107,장방형
198300756,원형
198501108,원형
200402309,타원형
200002662,장방형
199702142,장방형
200606531,장방형
197600432,원형
198701243,원형
199802114,장방형
199902293,장방형
199902295,원형
199602013,원형
199602014,원형
200503722,장방형
200302141,원형
200702501,장방형
200702540,원형
200202682,원형
200403186,장방형
200502627,장방형
200403167,장방형
200403168,장방형
200403160,장방형
200512202,타원형
200604311,원형
200410905,장방형
199803076,장방형
200503719,원형
200808334,장방형
200403138,장방형
200403185,장방형
200404862,원형
200404863,원형
200404867,장방형
200704951,원형
199901759,원형
200502617,타원형
200403183,기타
200701876,원형
200403137,원형
199102270,원형
199702625,원형
199102271,장방형
199602630,장방형
200303360,장방형
200003153,원형
200003155,원형
199102276,원형
199902768,장방형
199401661,원형
200711330,장방형
199502428,장방형
200102652,장방형
200102655,장방형
200908351,오각형
200908352,원형
198902247,원형
200502601,장방형
198902236,원형
200608243,팔각형
200604227,원형
199502036,원형
200808385,장방형
199602307,장방형
199102273,장방형
199102274,원형
199902763,장방형
200502633,타원형
199602635,원형
199302746,원형
200702498,장방형
198901340,장방형
200301323,원형
199602310,원형
199102269,원형
199302406,장방형
199602312,장방형
200402717,원형
200402718,장방형
200402719,타원형
200402721,원형
200402722,원형
200402724,장방형
200402725,장방형
200402727,장방형
200402728,타원형
200402737,장방형
199702632,타원형
200502237,타원형
200502238,장방형
200502240,타원형
200502243,장방형
200502245,원형
200102671,타원형
200502247,원형
199102281,원형
200402741,장방형
200502250,원형
200502636,원형
200502637,원형
200202250,원형
200301846,삼각형
200301849,장방형
200308552,원형
200606991,장방형
200301851,장방형
200704910,원형
200202240,장방형
200702434,원형
200608247,장방형
200608248,원형
200710195,타원형
200704918,원형
197100165,원형
200102658,장방형
200102657,타원형
200606992,원형
200102661,장방형
200102662,장방형
200102664,원형
200102667,원형
200202230,장방형
200202244,원형
200700764,타원형
200202245,장방형
201501521,원형
200512203,타원형
200604321,장방형
200301855,타원형
200402706,장방형
200402707,장방형
200402708,장방형
200411042,원형
200103013,장방형
200502641,장방형
200607942,타원형
200411043,장방형
196500051,팔각형
200401857,원형
200401859,타원형
200401862,원형
200401863,원형
200808416,타원형
200600721,타원형
200003802,원형
200401872,장방형
200401874,원형
200401875,타원형
200401876,원형
200702504,장방형
200401882,원형
200705049,원형
200401877,원형
200301348,원형
200401878,원형
200401879,장방형
199803482,타원형
200202241,장방형
200102669,원형
199902770,타원형
199902771,장방형
197600612,원형
198601383,원형
199901764,원형
200301341,장방형
200301342,장방형
198902253,원형
199002092,장방형
199002095,원형
199002097,장방형
200301344,원형
200807684,타원형
200201524,기타
200807710,타원형
200401848,원형
200401851,원형
200401852,장방형
200401853,타원형
199901915,원형
200002402,원형
200102072,원형
199401315,원형
200102021,원형
200102026,원형
200002334,장방형
200002342,장방형
199501503,원형
199501505,원형
199401316,장방형
198701124,장방형
200002346,원형
199801864,원형
199801867,원형
200102054,장방형
200102057,원형
200101992,장방형
200201695,장방형
198801522,원형
199801848,원형
200402021,장방형
200402028,타원형
200402030,장방형
200002366,원형
200301560,원형
199302027,원형
199501649,원형
200605431,장방형
200606321,장방형
200607960,기타
200808514,타원형
199601913,원형
199801815,장방형
199801814,원형
200002385,원형
200002386,장방형
199101868,원형
200002326,장방형
200002328,원형
199801826,장방형
200002395,원형
200808377,타원형
199504318,원형
200604260,원형
200604259,원형
200201701,원형
200201702,장방형
200201709,장방형
200201711,장방형
200201717,장방형
200201718,원형
200201719,장방형
200201724,원형
200102013,장방형
200002357,원형
200808340,팔각형
200604315,원형
200110004,장방형
200110005,원형
197700539,장방형
198501401,원형
200002121,원형
200700850,장방형
200604320,장방형
198100700,원형
198301004,원형
199907303,장방형
198301005,장방형
200302145,장방형
200403201,장방형
199803083,원형
200502639,타원형
200502640,원형
198601389,장방형
198701672,장방형
198802479,타원형
200003812,장방형
200403206,장방형
198000547,장방형
200807711,타원형
200703868,장방형
200705827,장방형
199604979,원형
200608372,타원형
201701882,장방형
199801874,원형
199801877,장방형
199801880,장방형
199801882,타원형
199401319,장방형
200002412,장방형
200402035,장방형
200402037,장방형
200402038,원형
200501792,타원형
200501793,장방형
200501794,원형
200501795,타원형
200705883,장방형
198902261,장방형
197000196,원형
199903243,원형
199903245,원형
199903247,원형
200003819,원형
200808409,원형
200003828,장방형
200103023,장방형
198501404,장방형
198301010,장방형
200808459,타원형
199803095,장방형
199502361,원형
199502362,원형
199002107,원형
199002108,원형
199602668,장방형
199002109,원형
199002110,장방형
199602669,원형
199702974,원형
198701673,원형
199002111,원형
200003806,장방형
198902260,장방형
198701674,기타
198401111,장방형
199702975,원형
198701676,원형
198601395,원형
199803093,원형
200808511,원형
200710025,장방형
200702538,원형
200201726,장방형
200201727,원형
200103028,원형
200808559,오각형
200301461,원형
198900127,타원형
199200232,장방형
198700096,장방형
199700176,원형
200600028,기타
200400112,장방형
200400113,기타
200400114,원형
199300225,타원형
199500092,장방형
200301465,원형
200301466,장방형
200500134,원형
200100102,장방형
199600158,장방형
200500144,장방형
200500145,타원형
200200152,장방형
198400054,장방형
198900125,원형
200100108,장방형
200500128,장방형
200600026,타원형
200600027,장방형
198601398,원형
200502672,타원형
197300013,장방형
200403207,원형
200202709,원형
200502649,원형
198802481,타원형
200702451,원형
200702532,원형
200301468,원형
200201733,장방형
200702556,장방형
200202708,타원형
198100577,타원형
199502365,장방형
200103029,타원형
200302148,타원형
200400104,원형
200403208,장방형
200500133,타원형
200403211,장방형
200502646,장방형
200202702,원형
197500580,장방형
200202705,타원형
198500673,원형
200302151,장방형
200302155,타원형
200501826,원형
200501840,장방형
200402093,장방형
200402090,장방형
200702536,원형
200402072,원형
200402078,장방형
200402085,장방형
200501811,팔각형
200805925,장방형
200807717,장방형
198300064,타원형
199900113,원형
200000209,원형
200000212,장방형
200000224,장방형
200200169,장방형
197500016,장방형
200808451,장방형
200512186,장방형
200400123,장방형
200002318,장방형
200301477,타원형
200301479,장방형
200301480,원형
200402040,원형
200402042,원형
200402043,원형
200402044,장방형
200704534,원형
200402048,장방형
200402049,원형
200402050,원형
200402051,장방형
200402054,오각형
200402057,원형
200402058,원형
200402061,장방형
200402063,장방형
200402064,원형
200402065,장방형
200402067,장방형
200402069,원형
200402071,원형
200705226,원형
197000005,장방형
198800153,원형
200200173,타원형
200400121,타원형
200300089,장방형
196000001,장방형
199800085,원형
199800086,원형
198200049,타원형
200000220,원형
200300092,장방형
200400100,장방형
199002180,타원형
200000211,장방형
200808384,타원형
199200236,원형
199900120,장방형
200200170,장방형
199302335,타원형
200604290,타원형
199700166,타원형
197700028,장방형
196400037,원형
199801026,장방형
198800718,원형
199200883,장방형
200702511,장방형
200001279,장방형
200702809,원형
200501847,타원형
199101702,장방형
200501800,장방형
200501803,원형
200501804,장방형
198902313,원형
199000893,원형
200200775,원형
199002187,원형
200703204,원형
200807993,장방형
198902311,장방형
200202729,장방형
200702570,원형
200702967,장방형
199602997,장방형
199602999,장방형
198902559,원형
198902560,원형
200003953,원형
198902297,타원형
199900921,장방형
200202890,원형
200703142,타원형
200001308,장방형
199202495,장방형
200703170,타원형
200607796,장방형
199602992,원형
199202497,원형
200806072,타원형
200703160,타원형
199600615,장방형
199900927,원형
199200885,장방형
198000206,장방형
200703103,장방형
198902312,원형
200703121,원형
199301007,장방형
199600862,장방형
199600863,기타
199600864,기타
200300701,타원형
198800712,장방형
200500971,기타
200500972,기타
199801024,장방형
199400837,원형
199801016,장방형
200500974,장방형
200100865,원형
200200771,장방형
200001292,장방형
199200884,장방형
198300433,원형
200604325,장방형
200604327,타원형
200200772,장방형
199002185,원형
200608260,장방형
200807963,타원형
198100200,원형
199801023,타원형
199900924,원형
199900925,원형
200300698,원형
200300699,원형
200808167,원형
200608261,장방형
200704947,원형
200300700,타원형
200001290,기타
200702970,타원형
200607019,장방형
200402096,원형
199502464,원형
200702512,장방형
200703542,원형
200210859,타원형
200607026,원형
200703673,원형
200703876,원형
200702549,원형
200702771,타원형
199907322,장방형
200202740,타원형
200001305,원형
200606965,타원형
200200790,장방형
199002440,원형
199002441,원형
200300703,타원형
199303099,원형
200202888,장방형
200606825,타원형
199400778,원형
199701146,원형
199102825,원형
199502410,원형
199502413,원형
200810356,장방형
200403270,원형
200502688,원형
200403271,원형
200403272,원형
200403273,원형
200608262,원형
200502701,장방형
200202763,원형
200302201,원형
199502463,원형
200004370,원형
200004371,원형
200502732,장방형
199502455,원형
200702571,원형
200807987,장방형
200403254,장방형
200403255,원형
200403256,원형
200403257,원형
200403258,타원형
200502676,원형
200502681,타원형
200403269,기타
200302173,원형
200301483,장방형
200402097,원형
200501859,장방형
200702180,원형
200807813,타원형
198902572,장방형
199903739,장방형
200501860,기타
200402098,원형
200501861,장방형
199602713,원형
199903735,장방형
200103393,장방형
200502934,장방형
199303107,원형
200301484,원형
200604264,장방형
200410948,타원형
200410949,원형
200202893,장방형
199402278,장방형
199303109,원형
199602716,원형
199602832,원형
199602833,원형
199602834,원형
200502729,기타
199803145,원형
200600559,장방형
200702166,장방형
200807814,타원형
200003987,원형
199304079,장방형
200702887,원형
201702347,원형
199803146,장방형
199903352,장방형
199504100,원형
200704035,타원형
199203318,타원형
200201748,장방형
201606804,타원형
200201746,장방형
200703462,원형
199700557,원형
200100408,원형
200703460,원형
198501220,타원형
200703356,장방형
200703392,장방형
200703421,원형
200108698,오각형
200108700,오각형
200403616,장방형
200108703,오각형
200108704,오각형
200108705,오각형
200403597,원형
200502915,원형
200600616,장방형
200604343,장방형
200410906,원형
199600616,원형
200707947,원형
200707958,타원형
200009572,장방형
199703217,타원형
200403584,타원형
198401235,장방형
200209637,장방형
200209638,장방형
199602981,원형
200606830,원형
200209639,원형
200403573,타원형
200403575,장방형
200403586,타원형
200403588,원형
200608322,타원형
200403591,장방형
200807811,원형
200108711,장방형
200209635,원형
198401253,원형
199903726,장방형
200308861,원형
198701888,타원형
200108691,타원형
200108692,타원형
200807809,타원형
200807753,타원형
200307776,장방형
198300591,장방형
200510998,장방형
200511000,장방형
200511001,장방형
200603850,장방형
200603851,원형
200008737,원형
200008738,원형
199906877,원형
200808139,장방형
200808195,타원형
199906878,원형
200409980,원형
200409982,장방형
200307774,타원형
200307777,장방형
200209641,사각형
200209641,사각형
200209641,사각형
200307775,타원형
200307781,원형
199100567,장방형
198000158,장방형
199604657,장방형
199906868,반원형
200403601,원형
200403602,타원형
200403606,타원형
200600614,타원형
200604342,장방형
200502918,타원형
200403610,타원형
200403611,장방형
200701245,기타
200502923,장방형
200403615,원형
199907321,마름모형
200005290,장방형
200709529,장방형
200400474,장방형
200807774,장방형
200610642,삼각형
200610640,삼각형
200610641,삼각형
200808417,타원형
200702596,기타
200404141,타원형
200503271,원형
199703661,장방형
200103519,장방형
200004458,장방형
200404154,원형
200404155,장방형
200503263,타원형
200004477,장방형
200004478,장방형
200004480,장방형
200104079,장방형
200302697,장방형
200302707,장방형
200302710,원형
200210770,장방형
200005886,장방형
200005887,장방형
200404067,타원형
200005889,장방형
200803721,타원형
200808414,타원형
200404073,장방형
200302831,장방형
200807754,타원형
200803966,원형
200403700,장방형
200607445,타원형
200411099,원형
200705817,타원형
200807900,원형
200803972,장방형
200709527,장방형
200503396,원형
200503400,장방형
200503401,원형
200502196,장방형
200502201,장방형
200605523,타원형
200100914,원형
200402617,타원형
200402618,원형
200402623,기타
200502186,원형
200502188,장방형
200502189,타원형
200202174,원형
200301800,원형
200301803,장방형
200600474,타원형
200502190,원형
200502192,타원형
200502193,팔각형
200502194,기타
200502195,장방형
200807873,원형
200503267,장방형
201803907,원형
200608031,삼각형
200003084,장방형
200003086,장방형
199902661,장방형
200202982,장방형
200807882,타원형
200704488,장방형
200704501,장방형
200202755,원형
200710080,타원형
200103522,장방형
200103523,장방형
200704284,원형
199602290,타원형
199202069,타원형
199202070,장방형
199001832,원형
199202071,원형
199902725,장방형
200003110,원형
200202194,장방형
199202074,장방형
200301808,타원형
199400392,원형
200003085,원형
200703461,원형
198401396,장방형
200300312,장방형
200603875,타원형
200301813,장방형
200807228,타원형
200202201,타원형
200102611,장방형
200301809,타원형
200301810,기타
198801976,원형
200003109,장방형
200202180,장방형
200605447,원형
199702588,장방형
198100428,원형
200009535,장방형
200605448,기타
200608161,원형
200705825,타원형
199902656,장방형
199802435,사각형
199902683,원형
199907335,장방형
199902685,타원형
200102596,장방형
200102597,장방형
199902689,육각형
200202184,장방형
200202185,장방형
200202188,장방형
200003089,장방형
199102137,원형
200605445,타원형
200605446,원형
199102138,장방형
200003096,장방형
200802881,원형
200606303,장방형
200803405,타원형
200807881,타원형
200003112,원형
198701383,장방형
198601223,장방형
199802438,타원형
197500463,원형
199401586,장방형
200301818,장방형
200402638,원형
200300015,타원형
199900554,타원형
199907046,원형
200103532,장방형
200103533,장방형
200702891,장방형
200307841,원형
200500583,장방형
200703163,타원형
200003080,원형
200210097,원형
200307971,원형
199501767,장방형
200402641,원형
200410325,장방형
200511255,원형
199000568,타원형
200301832,원형
200400018,장방형
199600603,장방형
200500042,원형
200103537,장방형
200307847,원형
200307848,원형
200301824,장방형
200703132,원형
199907054,팔각형
199907055,원형
200702948,사각형
200307850,원형
200402630,원형
200301805,원형
199504262,원형
199504263,원형
199504263,원형
199504263,원형
199806681,원형
199100632,장방형
200703231,원형
199806682,원형
200808091,원형
200703184,원형
200402945,원형
200301825,타원형
200301828,장방형
200703141,장방형
200009023,원형
200009024,원형
200703180,원형
200009025,원형
201707227,원형
201707227,원형
200109103,원형
200803693,장방형
200410904,원형
200402637,육각형
200003114,원형
200301831,기타
199200476,원형
199202405,타원형
200200486,타원형
200000914,장방형
200302077,장방형
200403084,타원형
200403085,장방형
201308057,타원형
199101999,원형
199902269,장방형
200402349,원형
200501983,장방형
199902270,타원형
200301610,장방형
198701325,장방형
199802257,장방형
199700809,원형
200605357,원형
200403054,원형
200403056,원형
200403062,원형
199300649,원형
200704317,원형
199802096,장방형
198902155,원형
200301725,원형
200301726,장방형
198000440,타원형
200102918,원형
200102918,원형
200710124,타원형
200401146,장방형
200705594,장방형
197800117,장방형
200102568,장방형
200301675,원형
200707521,장방형
198901915,원형
199602199,원형
197500450,원형
199202050,원형
199702527,원형
198500306,원형
200403089,원형
200403090,장방형
200605461,원형
200308588,장방형
200411086,원형
200202131,원형
200202138,원형
200301606,원형
200002759,원형
198200559,원형
198901850,원형
199702377,원형
199802384,원형
200502089,장방형
199605127,원형
199300654,원형
199300655,원형
199300656,장방형
199300657,장방형
199400456,원형
200704307,원형
200102931,장방형
200202616,원형
199302671,원형
199400461,원형
200202617,장방형
200002761,원형
200201885,타원형
200201886,원형
200301612,원형
198601102,원형
200402352,원형
199200633,육각형
200500592,원형
199203487,타원형
200403044,장방형
200403045,장방형
199500419,원형
199500420,원형
199602565,장방형
199001590,원형
200102266,원형
200002756,장방형
200009526,타원형
199902439,장방형
200502156,기타
200502158,장방형
200402513,원형
200102919,장방형
200102920,장방형
200403067,원형
200403074,원형
200403075,장방형
200400295,원형
199802091,원형
200807943,타원형
200604282,타원형
200604285,원형
199501939,원형
199501941,원형
199401624,장방형
199501906,원형
200701412,원형
200202148,원형
200400200,장방형
198200066,원형
200604308,원형
199802093,장방형
198601164,원형
199702352,원형
199704681,원형
200402346,장방형
199200705,원형
199702883,타원형
200202609,장방형
200500432,타원형
201310742,타원형
200701403,장방형
199401549,원형
200000549,원형
200102905,타원형
199803014,장방형
200403046,장방형
200403049,장방형
200403050,원형
200403050,원형
200403050,원형
200403050,원형
200301613,원형
200102543,원형
200002879,원형
200100381,장방형
200400324,원형
200102909,타원형
200403051,원형
200403052,원형
200701335,장방형
197500541,원형
200103239,장방형
199501958,장방형
200201879,장방형
200403040,원형
199902264,장방형
199802092,원형
199400569,원형
200402570,장방형
199501942,팔각형
199501944,원형
199501947,원형
199501948,삼각형
200202092,원형
200502099,장방형
200102370,원형
199902449,타원형
200502107,원형
200403081,원형
200302086,원형
200403082,기타
200704333,타원형
199602566,장방형
200102561,삼각형
200202802,장방형
200403041,원형
197600554,원형
198701529,장방형
200807989,타원형
199501953,원형
200502160,원형
200411087,장방형
199304571,타원형
198800304,장방형
197400347,원형
200403042,장방형
200608232,장방형
199702835,장방형
200301609,원형
199401547,원형
199702414,원형
199602155,장방형
200707944,장방형
200202615,장방형
200100366,장방형
199200412,원형
200704253,장방형
200502473,장방형
200502474,장방형
200302050,원형
199802796,원형
198701537,장방형
199401767,원형
199202334,원형
198701539,원형
200003542,장방형
200808127,타원형
198501322,원형
198901291,원형
199401133,원형
199802729,장방형
200101590,장방형
200703715,원형
199102449,원형
199902931,장방형
198800190,장방형
200501018,기타
200501018,사각형
200501018,기타
200402944,기타
198902135,원형
199902977,장방형
199202335,장방형
198802374,장방형
200003559,원형
200703747,원형
198902101,장방형
200808178,장방형
198902107,원형
200402946,타원형
200502484,장방형
200302039,원형
198701523,원형
200402947,장방형
199401768,장방형
200600167,원형
200600169,원형
200202582,원형
200302047,원형
199001973,원형
200807985,타원형
198200403,원형
198200405,장방형
199200261,원형
199801495,장방형
200808135,타원형
199101438,장방형
199801503,원형
199400191,장방형
200300800,원형
200101570,장방형
199801504,원형
199901507,장방형
199901509,원형
198900209,장방형
198501324,장방형
200003537,원형
200003538,원형
199802769,원형
197300135,원형
199901519,장방형
200500873,원형
200401102,장방형
200402968,타원형
200402983,원형
200003560,원형
200302053,원형
200302054,원형
199800142,원형
200001807,장방형
200606297,장방형
200512201,장방형
199401770,원형
200302051,원형
200402981,원형
200102827,장방형
200202433,장방형
199301653,원형
198501452,원형
200102846,원형
199902983,장방형
200402982,타원형
200302052,장방형
200202448,원형
198400648,장방형
198600879,원형
198700913,장방형
198601424,원형
200210777,원형
200202573,타원형
200302015,원형
199702831,장방형
198701521,장방형
200808004,원형
199501198,장방형
199400204,원형
200605393,원형
200702136,타원형
200807986,원형
198801117,타원형
200401729,장방형
200202476,원형
200202506,장방형
199502225,타원형
199701644,장방형
200402924,원형
200402925,장방형
200402928,원형
200402929,원형
200402939,장방형
200402976,원형
200402977,원형
200402979,장방형
200803964,타원형
200001368,장방형
200100915,타원형
200503127,장방형
200001521,원형
199101135,장방형
200102793,원형
200402902,원형
200402903,원형
199502197,원형
198100425,원형
197800391,장방형
200600674,원형
198800802,원형
198100253,장방형
200300064,원형
200501216,장방형
200501225,원형
200501235,원형
198900901,장방형
198900902,장방형
199700126,장방형
200410890,원형
199304554,원형
199605013,원형
200301790,원형
200402580,장방형
199602455,장방형
199802710,타원형
199802714,타원형
200600688,타원형
199802680,원형
200102575,장방형
200402583,장방형
200402585,장방형
200202150,원형
198401033,장방형
200001496,원형
200001509,장방형
200001515,원형
200402912,장방형
200402915,원형
200502469,타원형
200502470,원형
200711307,타원형
199202054,원형
200002989,장방형
198500605,원형
200201007,원형
200300972,원형
200600521,타원형
199502156,장방형
201309882,타원형
201309883,기타
200700635,원형
200300098,장방형
200200172,장방형
198400057,장방형
198300941,원형
200100049,원형
200100053,타원형
201307960,원형
199102384,장방형
199102392,원형
199102393,원형
199400073,원형
200100063,원형
200300085,타원형
199302546,원형
199302553,장방형
199400589,장방형
199400075,장방형
199900054,장방형
200102577,원형
200402602,기타
200410955,원형
198200576,장방형
198901917,장방형
197800388,반원형
197400262,장방형
200808008,장방형
199502140,장방형
199902912,장방형
199902903,장방형
199903348,장방형
201307904,원형
197800389,원형
197400345,원형
197800390,장방형
199902612,장방형
199902613,장방형
199501957,장방형
200400472,원형
199600094,장방형
200300953,장방형
200300956,원형
200401296,장방형
198500675,원형
199502167,원형
201307719,타원형
200003011,장방형
200807909,장방형
200807945,장방형
200500545,원형
199500059,타원형
200200090,장방형
199300145,장방형
198701503,장방형
200000767,타원형
198701506,원형
199200169,원형
200300058,장방형
200300059,원형
199500061,원형
200400067,타원형
200400068,장방형
200703283,사각형
200807949,타원형
198802349,기타
199502217,장방형
200807962,타원형
199502144,원형
200202816,장방형
200302241,장방형
200403398,장방형
196600012,원형
199001971,원형
199602454,원형
199702814,원형
202000161,타원형
199702806,원형
199902620,원형
200002985,원형
199602065,장방형
198801823,장방형
199604962,원형
200410827,원형
200300051,타원형
199806913,원형
199702881,타원형
198701583,장방형
199602556,원형
199002021,원형
199602497,원형
198300954,원형
199102473,원형
199202329,원형
200403775,원형
199402355,장방형
199402360,원형
199402362,원형
199502847,원형
199502848,원형
199603105,장방형
200608166,원형
200705819,원형
199603129,원형
197900123,육각형
199500043,원형
200600860,타원형
198802395,원형
200402643,원형
200402645,타원형
200402647,장방형
199102938,원형
199303262,타원형
199303262,타원형
199303262,타원형
199402371,원형
199402372,장방형
199603130,타원형
200403776,장방형
200102582,장방형
200604197,원형
199907080,원형
199907081,원형
199907082,원형
199907083,원형
200500499,원형
200600101,장방형
200605364,장방형
200102887,원형
199402352,원형
199402353,원형
199603102,기타
200402649,장방형
198700294,타원형
199703384,원형
200402949,기타
200603879,원형
200606186,원형
199902730,원형
199802439,원형
200102615,타원형
200402671,타원형
200604291,원형
200604292,장방형
200512242,장방형
200608162,장방형
200608165,장방형
200502026,타원형
199702839,원형
199702840,원형
199702842,원형
199702844,원형
198701536,원형
199102477,원형
199702846,장방형
200009026,장방형
200009027,장방형
200403777,타원형
199202901,장방형
200403778,원형
199702232,장방형
200402672,장방형
200202030,원형
200301683,장방형
200502029,원형
200502030,장방형
200600445,원형
200512150,원형
198200676,원형
199903116,장방형
199802794,원형
199802795,장방형
200600658,장방형
200410908,원형
200301667,장방형
200402464,장방형
200402467,원형
200402469,장방형
200608168,원형
200702965,장방형
200702969,장방형
198100102,육각형
198900411,타원형
197500097,원형
197500098,원형
200400062,원형
200100437,원형
200302073,원형
200500385,장방형
199502825,원형
199502828,원형
199502829,원형
199502832,원형
200711477,장방형
199703357,장방형
198700365,타원형
198700366,타원형
200400402,장방형
199802774,장방형
200300167,장방형
200200229,장방형
199201972,원형
199802219,장방형
200301833,장방형
199803654,원형
200402952,원형
199906977,원형
199906977,원형
199802228,장방형
198000412,원형
200402661,장방형
200202205,타원형
200202987,장방형
200202988,오각형
200002760,원형
199802095,원형
199902271,장방형
200502490,장방형
200600524,원형
200600527,타원형
199200407,장방형
200102334,장방형
200002841,원형
199702233,장방형
200003116,장방형
200502213,장방형
199900330,장방형
200402472,타원형
200703964,타원형
199501790,장방형
199502248,장방형
199202403,장방형
199401743,원형
199401749,원형
200403772,장방형
200402483,장방형
200502041,장방형
200402485,기타
200502050,타원형
200502054,원형
199802236,장방형
200608169,장방형
199302198,원형
198500280,장방형
199600074,장방형
199302663,원형
198902157,원형
200704316,원형
199502835,원형
199502838,원형
199502840,장방형
200502058,장방형
200502062,원형
198901708,장방형
200100046,장방형
200100048,원형
200500488,타원형
200500489,타원형
198400139,장방형
200003651,장방형
198902158,원형
200102883,원형
200502202,장방형
199502843,장방형
199703379,장방형
199402367,원형
199002729,원형
200500493,타원형
200500494,원형
200209806,원형
200301834,원형
200003115,원형
199500305,장방형
199002730,원형
200610866,원형
200702870,타원형
199401753,장방형
199401754,원형
200209807,원형
200209807,원형
200704013,장방형
199702230,장방형
200301836,원형
199702238,장방형
200502065,원형
200512199,원형
200502215,원형
200502216,원형
200402674,장방형
200402675,장방형
201004243,타원형
199800450,장방형
198902802,타원형
199304454,원형
199602467,원형
199202326,원형
199504241,원형
200600483,장방형
197700049,원형
200200395,장방형
200600119,타원형
199704622,장방형
197500135,장방형
200605369,장방형
200005070,타원형
200110053,원형
200100264,원형
200110059,장방형
199100258,장방형
200607677,타원형
199700756,타원형
196000008,원형
199401972,장방형
199907257,장방형
200210687,원형
200210690,원형
200704944,장방형
199700761,타원형
196200032,원형
196200034,원형
199302956,장방형
199302957,장방형
199903649,장방형
200300171,원형
197900145,원형
200700836,장방형
200710130,장방형
198500131,원형
200200251,장방형
200808076,사각형
200300198,원형
199400500,장방형
198400271,원형
198400268,원형
198000151,장방형
200300344,장방형
200607731,장방형
199603453,원형
199603458,원형
199703566,타원형
199703567,원형
199703570,원형
200600140,타원형
200400209,타원형
200400211,장방형
200300200,장방형
199400505,장방형
198800426,장방형
198802965,원형
200607732,원형
200005142,원형
200000417,원형
198900263,원형
199100259,장방형
199101866,장방형
198701725,장방형
199903340,장방형
199403286,원형
200706320,장방형
200410823,기타
200404028,원형
199300319,원형
200703718,장방형
197300084,장방형
199900524,원형
199900528,장방형
200003983,원형
198301037,장방형
199401973,장방형
200109953,원형
199300703,장방형
198100126,원형
199900536,타원형
197100057,장방형
200308589,장방형
199700332,장방형
199600267,원형
200500287,원형
200500288,원형
199701931,장방형
199803951,원형
200808077,사각형
199000227,원형
200400433,타원형
200200252,원형
200500297,장방형
198600161,원형
200605350,원형
200200451,원형
199300325,원형
200606318,장방형
199500442,타원형
198800437,장방형
200302177,타원형
200502695,원형
200502696,원형
197000212,원형
200200250,장방형
197700114,원형
200808078,타원형
200403282,기타
199202530,원형
199700389,장방형
199800187,원형
200200234,장방형
199900204,타원형
197800132,원형
200100262,원형
200300189,장방형
200100250,원형
200300192,장방형
198500125,원형
200600052,팔각형
199502192,기타
200002554,원형
200307976,원형
200200204,타원형
198200064,장방형
200605481,원형
199802575,타원형
200704940,장방형
200301923,원형
199301092,장방형
200401137,장방형
200401144,원형
200300802,원형
199801099,장방형
200401108,기타
199901043,장방형
200100932,타원형
200502809,원형
200608291,장방형
200502810,원형
199600168,장방형
200704320,원형
200808715,원형
200200963,장방형
198600630,원형
199201136,원형
200600456,원형
200600460,팔각형
199802287,원형
199902619,원형
199202052,원형
197800210,원형
197900215,원형
200200852,타원형
200300830,타원형
200402551,장방형
200808150,타원형
197800241,원형
197900149,원형
199002349,원형
199002351,장방형
200404034,장방형
199300843,장방형
198601210,원형
198901918,원형
200002987,원형
200002994,원형
200002996,원형
200003002,원형
198700705,원형
198100241,원형
198300489,원형
200501195,장방형
200811106,장방형
200502323,원형
200605451,타원형
200300259,기타
200808198,타원형
199700919,원형
200300523,원형
198200328,원형
199700887,원형
200700869,원형
199907419,장방형
200411002,원형
198902527,장방형
200808168,타원형
200706270,원형
200706280,원형
200706280,원형
200706280,원형
198200119,원형
199903543,장방형
200804586,장방형
199801299,타원형
200607750,원형
200703077,장방형
199301091,원형
200003318,타원형
200102336,원형
200402465,타원형
200402468,원형
200402473,타원형
199100996,원형
199900801,원형
200808199,원형
199502575,장방형
199802576,장방형
200003320,장방형
200502035,장방형
200410977,장방형
199802387,장방형
199901157,타원형
200401110,원형
200501038,장방형
200808126,타원형
200103315,장방형
200706367,원형
200706471,타원형
200600232,원형
200200957,타원형
199901158,장방형
199502656,원형
198601478,원형
199302973,장방형
200402557,원형
200706569,원형
199401113,장방형
200301902,장방형
200401313,장방형
200803806,원형
199201067,원형
200606648,장방형
199901248,장방형
200202855,기타
200502853,장방형
199002404,원형
200811124,장방형
200402560,장방형
200402561,타원형
199902633,원형
199502078,장방형
199602374,장방형
199502214,원형
199302441,장방형
200605355,장방형
199200423,원형
